component_id,name,observed_version,source,source_name,description,representative_paths,pass_a_status,audited_actual_product,audited_actual_vendor,audited_product_version,pass_a_product_evidence,pass_a_version_evidence,evidence_references,audit_evidence_strength,circular_evidence_risk,audited_cpe_family,active_family_count,deprecated_family_count,active_exact_any_count,active_exact_compatible_count,deprecated_exact_compatible_count,family_template_observation_count,audited_cpe_resolution_path,audited_gt_cpe,audited_validation_result,audited_discrepancy_fields,final_gt_is_deprecated,current_actual_product,current_product_version,current_gt_cpe,current_validation_result,current_discrepancy_fields,comparison_status,final_audit_status,product_correction,version_correction,gt_cpe_correction,validation_result_correction,discrepancy_field_correction,recommended_value,correction_reason,notes
199690,iptables,1.8.7-3,package/network/utils/iptables,iptables,"IP firewall administration tool.

Matches:
- icmp
- tcp
- udp
- comment
- conntrack
- limit
- mac
- mark
- multiport
- set
- state
- time

Targets:
- ACCEPT
- CT
- DNAT
- DROP
- REJECT
- FLOWOFFLOAD
- LOG
- MARK
- MASQUERADE
- REDIRECT
- SET
- SNAT
- TCPMSS

Tables:
- filter
- mangle
- nat
- raw",/usr/sbin/iptables-save | /usr/sbin/xtables-legacy-multi,PRODUCT_VERSION_CONFIRMED,iptables,Netfilter,1.8.7,"Exact firmware metadata names iptables; Source=package/network/utils/iptables; Description=IP firewall administration tool.

Matches:
- icmp
- tcp
- udp
- comment
- conntrack
- limit
- mac
- mark
- multiport
- set
- state
- time

Targets:
- ACCEPT
- CT
- DNAT
- DROP
- REJECT
- FLOWOFFLOAD
- LOG
- MARK
- MASQUERADE
- REDIRECT
- SET
- SNAT
- TCPMSS

Tables:
- filter
- mangle
- nat
- raw; installed payload=/usr/sbin/iptables-save | /usr/sbin/xtables-legacy-multi. These fields identify the iptables product boundary without Original CPE or control CPE-ID input.",Exact installed Version 1.8.7-3 and Source package/network/utils/iptables identify upstream version 1.8.7; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""LOCAL-04"", ""LOCAL-06"", ""UP-OPENWRT-POLICY""]",STRONG,false,a:netfilter:iptables,77,0,0,0,0,68,VERSION_NOT_IN_DICTIONARY,cpe:2.3:a:netfilter:iptables:1.8.7:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VENDOR"", ""VERSION""]",false,iptables,1.8.7,cpe:2.3:a:netfilter:iptables:1.8.7:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VENDOR"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199691,iw-515,5.19-1,package/network/utils/iw-515,iw-515,cfg80211 interface configuration utility,/usr/sbin/iw,PRODUCT_VERSION_CONFIRMED,iw,Linux wireless project,5.19,Exact firmware metadata names iw-515; Source=package/network/utils/iw-515; Description=cfg80211 interface configuration utility; installed payload=/usr/sbin/iw. These fields identify the iw product boundary without Original CPE or control CPE-ID input.,Exact installed Version 5.19-1 and Source package/network/utils/iw-515 identify upstream version 5.19; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY""]",MODERATE,false,a:kernel:iw,50,0,0,0,0,50,VERSION_NOT_IN_DICTIONARY,cpe:2.3:a:kernel:iw:5.19:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",false,iw,5.19,cpe:2.3:a:kernel:iw:5.19:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199845,libc,1.2.4-3,package/libs/toolchain,libc,C library,/usr/bin/ldd | /lib/ld-musl-mipsel-sf.so.1 | /lib/libc.so,PRODUCT_VERSION_CONFIRMED,musl,musl libc project,1.2.4,Exact firmware metadata names libc; Source=package/libs/toolchain; Description=C library; installed payload=/usr/bin/ldd | /lib/ld-musl-mipsel-sf.so.1 | /lib/libc.so. These fields identify the musl product boundary without Original CPE or control CPE-ID input.,Exact installed Version 1.2.4-3 and Source package/libs/toolchain identify upstream version 1.2.4; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY"", ""UP-MUSL-1.2.4""]",STRONG,false,a:musl-libc:musl,74,19,0,0,0,31,VERSION_NOT_IN_DICTIONARY,cpe:2.3:a:musl-libc:musl:1.2.4:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",false,musl,1.2.4,cpe:2.3:a:musl-libc:musl:1.2.4:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199847,libcap-ng,0.8.1-1,feeds/packages/libs/libcap-ng,libcap-ng,POSIX capabilities library library,/usr/lib/libcap-ng.so | /usr/lib/libcap-ng.so.0.0.0,PRODUCT_VERSION_CONFIRMED,libcap-ng,libcap-ng project,0.8.1,Exact firmware metadata names libcap-ng; Source=feeds/packages/libs/libcap-ng; Description=POSIX capabilities library library; installed payload=/usr/lib/libcap-ng.so | /usr/lib/libcap-ng.so.0.0.0. These fields identify the libcap-ng product boundary without Original CPE or control CPE-ID input.,Exact installed Version 0.8.1-1 and Source feeds/packages/libs/libcap-ng identify upstream version 0.8.1; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY""]",MODERATE,false,a:libcap-ng_project:libcap-ng,11,0,0,0,0,11,VERSION_NOT_IN_DICTIONARY,cpe:2.3:a:libcap-ng_project:libcap-ng:0.8.1:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VENDOR"", ""VERSION""]",false,libcap-ng,0.8.1,cpe:2.3:a:libcap-ng_project:libcap-ng:0.8.1:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VENDOR"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199848,libcap,2.69-1,package/libs/libcap,libcap,Linux capabilities library library,/usr/lib/libcap.so.2.69 | /usr/lib/libcap.so,PRODUCT_VERSION_CONFIRMED,libcap,libcap project,2.69,Exact firmware metadata names libcap; Source=package/libs/libcap; Description=Linux capabilities library library; installed payload=/usr/lib/libcap.so.2.69 | /usr/lib/libcap.so. These fields identify the libcap product boundary without Original CPE or control CPE-ID input.,Exact installed Version 2.69-1 and Source package/libs/libcap identify upstream version 2.69; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY"", ""UP-LIBCAP-2.69""]",STRONG,false,a:libcap_project:libcap,69,0,1,1,0,69,ACTIVE_EXACT,cpe:2.3:a:libcap_project:libcap:2.69:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""VERSION""]",false,libcap,2.69,cpe:2.3:a:libcap_project:libcap:2.69:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199849,libcares,1.19.1-2,package/libs/c-ares,libcares,"c-ares is a C library for asynchronous DNS requests (including name resolves)

C89 compatibility, MIT licensed, builds for and runs on POSIX, Windows,
Netware, Android and many more operating systems.",/usr/lib/libcares.so.2 | /usr/lib/libcares.so.2.6.1,PRODUCT_VERSION_CONFIRMED,c-ares,c-ares project,1.19.1,"Exact firmware metadata names libcares; Source=package/libs/c-ares; Description=c-ares is a C library for asynchronous DNS requests (including name resolves)

C89 compatibility, MIT licensed, builds for and runs on POSIX, Windows,
Netware, Android and many more operating systems.; installed payload=/usr/lib/libcares.so.2 | /usr/lib/libcares.so.2.6.1. These fields identify the c-ares product boundary without Original CPE or control CPE-ID input.",Exact installed Version 1.19.1-2 and Source package/libs/c-ares identify upstream version 1.19.1; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY""]",MODERATE,false,a:c-ares:c-ares,66,1,1,1,0,66,ACTIVE_EXACT,cpe:2.3:a:c-ares:c-ares:1.19.1:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",false,c-ares,1.19.1,cpe:2.3:a:c-ares:c-ares:1.19.1:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199854,libcurl4,8.11.0-23.2,package/network/utils/curl,libcurl,A client-side URL transfer library,/usr/lib/libcurl.so.4 | /usr/lib/libcurl.so.4.8.0,PRODUCT_VERSION_CONFIRMED,libcurl,curl project,8.11.0,Exact firmware metadata names libcurl4; Source=package/network/utils/curl; Description=A client-side URL transfer library; installed payload=/usr/lib/libcurl.so.4 | /usr/lib/libcurl.so.4.8.0. These fields identify the libcurl product boundary without Original CPE or control CPE-ID input.,Exact installed Version 8.11.0-23.2 and Source package/network/utils/curl identify upstream version 8.11.0; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""LOCAL-04"", ""LOCAL-06"", ""UP-OPENWRT-POLICY""]",STRONG,false,a:haxx:libcurl,205,0,0,0,0,202,VERSION_NOT_IN_DICTIONARY,cpe:2.3:a:haxx:libcurl:8.11.0:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",false,libcurl,8.11.0,cpe:2.3:a:haxx:libcurl:8.11.0:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199866,libjson-c5,0.15-2,package/libs/libjson-c,libjson-c,This package contains a library for javascript object notation backends.,/usr/lib/libjson-c.so.5.1.0 | /usr/lib/libjson-c.so.5,PRODUCT_VERSION_CONFIRMED,json-c,json-c project,0.15,Exact firmware metadata names libjson-c5; Source=package/libs/libjson-c; Description=This package contains a library for javascript object notation backends.; installed payload=/usr/lib/libjson-c.so.5.1.0 | /usr/lib/libjson-c.so.5. These fields identify the json-c product boundary without Original CPE or control CPE-ID input.,Exact installed Version 0.15-2 and Source package/libs/libjson-c identify upstream version 0.15; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY""]",MODERATE,false,a:json-c:json-c,20,10,1,1,0,20,ACTIVE_EXACT,cpe:2.3:a:json-c:json-c:0.15:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",false,json-c,0.15,cpe:2.3:a:json-c:json-c:0.15:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199871,liblzo2,2.10-4,package/libs/lzo,liblzo,"LZO is a data compression library which is suitable for data de-/compression
in real-time. This means it favours speed over compression ratio.",/usr/lib/liblzo2.so.2 | /usr/lib/liblzo2.so.2.0.0,PRODUCT_VERSION_CONFIRMED,LZO,LZO project,2.10,"Exact firmware metadata names liblzo2; Source=package/libs/lzo; Description=LZO is a data compression library which is suitable for data de-/compression
in real-time. This means it favours speed over compression ratio.; installed payload=/usr/lib/liblzo2.so.2 | /usr/lib/liblzo2.so.2.0.0. These fields identify the LZO product boundary without Original CPE or control CPE-ID input.",Exact installed Version 2.10-4 and Source package/libs/lzo identify upstream version 2.10; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY""]",MODERATE,false,a:lzo_project:lzo,11,0,1,1,0,11,ACTIVE_EXACT,cpe:2.3:a:lzo_project:lzo:2.10:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",false,LZO,2.10,cpe:2.3:a:lzo_project:lzo:2.10:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199875,libmnl0,1.0.4-2,package/libs/libmnl,libmnl,"libmnl is a minimalistic user-space library oriented to Netlink developers.
There are a lot of common tasks in parsing, validating, constructing of
both the Netlink header and TLVs that are repetitive and easy to get wrong.
This library aims to provide simple helpers that allows you to re-use code
and to avoid re-inventing the wheel. The main features of this library are:
.
* Small: the shared library requires around 30KB for an x86-based computer.
.
* Simple: this library avoids complexity and elaborated abstractions that
tend to hide Netlink details.
.
* Easy to use: the library simplifies the work for Netlink-wise developers.
It provides functions to make socket handling, message building, validating,
parsing and sequence tracking, easier.
.
* Easy to re-use: you can use the library to build your own abstraction layer
on top of this library.
.
* Decoupling: the interdependency of the main bricks that compose the library
is reduced, i.e. the library provides many helpers, but the programmer is not
forced to use them.",/usr/lib/libmnl.so.0.2.0 | /usr/lib/libmnl.so.0,PRODUCT_VERSION_CONFIRMED,libmnl,Netfilter,1.0.4,"Exact firmware metadata names libmnl0; Source=package/libs/libmnl; Description=libmnl is a minimalistic user-space library oriented to Netlink developers.
There are a lot of common tasks in parsing, validating, constructing of
both the Netlink header and TLVs that are repetitive and easy to get wrong.
This library aims to provide simple helpers that allows you to re-use code
and to avoid re-inventing the wheel. The main features of this library are:
.
* Small: the shared library requires around 30KB for an x86-based computer.
.
* Simple: this library avoids complexity and elaborated abstractions that
tend to hide Netlink details.
.
* Easy to use: the library simplifies the work for Netlink-wise developers.
It provides functions to make socket handling, message building, validating,
parsing and sequence tracking, easier.
.
* Easy to re-use: you can use the library to build your own abstraction layer
on top of this library.
.
* Decoupling: the interdependency of the main bricks that compose the library
is reduced, i.e. the library provides many helpers, but the programmer is not
forced to use them.; installed payload=/usr/lib/libmnl.so.0.2.0 | /usr/lib/libmnl.so.0. These fields identify the libmnl product boundary without Original CPE or control CPE-ID input.",Exact installed Version 1.0.4-2 and Source package/libs/libmnl identify upstream version 1.0.4; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY""]",MODERATE,false,a:netfilter:libmnl,5,0,1,1,0,5,ACTIVE_EXACT,cpe:2.3:a:netfilter:libmnl:1.0.4:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",false,libmnl,1.0.4,cpe:2.3:a:netfilter:libmnl:1.0.4:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199877,libmosquitto-ssl,2.0.20-1,package/network/services/mosquitto,libmosquitto-ssl,"Library required for mosquitto's command line client tools, also for
use by any third party software that wants to communicate with _any_
MQTT server.

Should be useable for communicating with any MQTT v3.1/3.1.1/5 compatible
server, in addition to Mosquitto.
This package is built with SSL support",/usr/lib/libmosquitto.so.1 | /usr/lib/libmosquitto.so,PRODUCT_VERSION_CONFIRMED,Eclipse Mosquitto,Eclipse,2.0.20,"Exact firmware metadata names libmosquitto-ssl; Source=package/network/services/mosquitto; Description=Library required for mosquitto's command line client tools, also for
use by any third party software that wants to communicate with _any_
MQTT server.

Should be useable for communicating with any MQTT v3.1/3.1.1/5 compatible
server, in addition to Mosquitto.
This package is built with SSL support; installed payload=/usr/lib/libmosquitto.so.1 | /usr/lib/libmosquitto.so. These fields identify the Eclipse Mosquitto product boundary without Original CPE or control CPE-ID input.",Exact installed Version 2.0.20-1 and Source package/network/services/mosquitto identify upstream version 2.0.20; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY""]",MODERATE,false,a:eclipse:mosquitto,125,0,1,1,0,125,ACTIVE_EXACT,cpe:2.3:a:eclipse:mosquitto:2.0.20:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",false,Eclipse Mosquitto,2.0.20,cpe:2.3:a:eclipse:mosquitto:2.0.20:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199878,libnetfilter-conntrack3,1.0.8-1,package/libs/libnetfilter-conntrack,libnetfilter-conntrack,"libnetfilter_conntrack is a userspace library providing a programming
interface (API) to the in-kernel connection tracking state table. The
library libnetfilter_conntrack has been previously known as
libnfnetlink_conntrack and libctnetlink. This library is currently
used by conntrack-tools among many other applications.",/usr/lib/libnetfilter_conntrack.so.3.7.0 | /usr/lib/libnetfilter_conntrack.so.3,PRODUCT_VERSION_CONFIRMED,libnetfilter_conntrack,Netfilter,1.0.8,"Exact firmware metadata names libnetfilter-conntrack3; Source=package/libs/libnetfilter-conntrack; Description=libnetfilter_conntrack is a userspace library providing a programming
interface (API) to the in-kernel connection tracking state table. The
library libnetfilter_conntrack has been previously known as
libnfnetlink_conntrack and libctnetlink. This library is currently
used by conntrack-tools among many other applications.; installed payload=/usr/lib/libnetfilter_conntrack.so.3.7.0 | /usr/lib/libnetfilter_conntrack.so.3. These fields identify the libnetfilter_conntrack product boundary without Original CPE or control CPE-ID input.",Exact installed Version 1.0.8-1 and Source package/libs/libnetfilter-conntrack identify upstream version 1.0.8; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY""]",MODERATE,false,a:netfilter:libnetfilter_conntrack,30,0,0,0,0,30,VERSION_NOT_IN_DICTIONARY,cpe:2.3:a:netfilter:libnetfilter_conntrack:1.0.8:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",false,libnetfilter_conntrack,1.0.8,cpe:2.3:a:netfilter:libnetfilter_conntrack:1.0.8:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199880,libnfnetlink0,1.0.1-4,package/libs/libnfnetlink,libnfnetlink,"libnfnetlink is is the low-level library for netfilter related kernel/userspace communication.
It provides a generic messaging infrastructure for in-kernel netfilter subsystems
(such as nfnetlink_log, nfnetlink_queue, nfnetlink_conntrack) and their respective users
and/or management tools in userspace.",/usr/lib/libnfnetlink.so.0 | /usr/lib/libnfnetlink.so.0.2.0,PRODUCT_VERSION_CONFIRMED,libnfnetlink,Netfilter,1.0.1,"Exact firmware metadata names libnfnetlink0; Source=package/libs/libnfnetlink; Description=libnfnetlink is is the low-level library for netfilter related kernel/userspace communication.
It provides a generic messaging infrastructure for in-kernel netfilter subsystems
(such as nfnetlink_log, nfnetlink_queue, nfnetlink_conntrack) and their respective users
and/or management tools in userspace.; installed payload=/usr/lib/libnfnetlink.so.0 | /usr/lib/libnfnetlink.so.0.2.0. These fields identify the libnfnetlink product boundary without Original CPE or control CPE-ID input.",Exact installed Version 1.0.1-4 and Source package/libs/libnfnetlink identify upstream version 1.0.1; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY""]",MODERATE,false,a:netfilter:libnfnetlink,14,0,1,1,0,14,ACTIVE_EXACT,cpe:2.3:a:netfilter:libnfnetlink:1.0.1:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",false,libnfnetlink,1.0.1,cpe:2.3:a:netfilter:libnfnetlink:1.0.1:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199881,libnftnl11,1.2.5-5,package/libs/libnftnl,libnftnl,"libnftnl is a userspace library providing a low-level netlink
programming interface (API) to the in-kernel nf_tables subsystem.",/usr/lib/libnftnl.so.11 | /usr/lib/libnftnl.so.11.6.0,PRODUCT_VERSION_CONFIRMED,libnftnl,Netfilter,1.2.5,"Exact firmware metadata names libnftnl11; Source=package/libs/libnftnl; Description=libnftnl is a userspace library providing a low-level netlink
programming interface (API) to the in-kernel nf_tables subsystem.; installed payload=/usr/lib/libnftnl.so.11 | /usr/lib/libnftnl.so.11.6.0. These fields identify the libnftnl product boundary without Original CPE or control CPE-ID input.",Exact installed Version 1.2.5-5 and Source package/libs/libnftnl identify upstream version 1.2.5; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY""]",MODERATE,false,a:netfilter:libnftnl,2,0,0,0,0,2,VERSION_NOT_IN_DICTIONARY,cpe:2.3:a:netfilter:libnftnl:1.2.5:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",false,libnftnl,1.2.5,cpe:2.3:a:netfilter:libnftnl:1.2.5:*:*:*:*:*:*:*,VERSION_NOT_IN_DICTIONARY,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199882,libnghttp2-14,1.43.0-1,package/libs/nghttp2,libnghttp2,C library implementing the framing layer of the HTTP/2 protocol. It can be used to build a HTTP/2-capable HTTP client or server,/usr/lib/libnghttp2.so.14 | /usr/lib/libnghttp2.so.14.20.1,PRODUCT_VERSION_CONFIRMED,nghttp2,nghttp2 project,1.43.0,Exact firmware metadata names libnghttp2-14; Source=package/libs/nghttp2; Description=C library implementing the framing layer of the HTTP/2 protocol. It can be used to build a HTTP/2-capable HTTP client or server; installed payload=/usr/lib/libnghttp2.so.14 | /usr/lib/libnghttp2.so.14.20.1. These fields identify the nghttp2 product boundary without Original CPE or control CPE-ID input.,Exact installed Version 1.43.0-1 and Source package/libs/nghttp2 identify upstream version 1.43.0; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY""]",MODERATE,false,a:nghttp2:nghttp2,134,0,1,1,0,134,ACTIVE_EXACT,cpe:2.3:a:nghttp2:nghttp2:1.43.0:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",false,nghttp2,1.43.0,cpe:2.3:a:nghttp2:nghttp2:1.43.0:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199888,libopenssl3,3.0.14-3,package/libs/openssl,libopenssl,"The OpenSSL Project is a collaborative effort to develop a robust,
commercial-grade, full-featured, and Open Source toolkit implementing the
Transport Layer Security (TLS) protocol as well as a full-strength
general-purpose cryptography library.
This package contains the OpenSSL shared libraries, needed by other programs.",/usr/lib/libssl.so.3 | /usr/lib/libcrypto.so.3,PRODUCT_VERSION_CONFIRMED,OpenSSL,OpenSSL,3.0.14,"Exact firmware metadata names libopenssl3; Source=package/libs/openssl; Description=The OpenSSL Project is a collaborative effort to develop a robust,
commercial-grade, full-featured, and Open Source toolkit implementing the
Transport Layer Security (TLS) protocol as well as a full-strength
general-purpose cryptography library.
This package contains the OpenSSL shared libraries, needed by other programs.; installed payload=/usr/lib/libssl.so.3 | /usr/lib/libcrypto.so.3. These fields identify the OpenSSL product boundary without Original CPE or control CPE-ID input.",Exact installed Version 3.0.14-3 and Source package/libs/openssl identify upstream version 3.0.14; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""LOCAL-04"", ""LOCAL-06"", ""UP-OPENWRT-POLICY""]",STRONG,false,a:openssl:openssl,339,15,1,1,0,235,ACTIVE_EXACT,cpe:2.3:a:openssl:openssl:3.0.14:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",false,OpenSSL,3.0.14,cpe:2.3:a:openssl:openssl:3.0.14:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
199890,libpcap1,1.9.1-3,package/libs/libpcap,libpcap,"This package contains a system-independent library for user-level network packet
capture.",/usr/lib/libpcap.so.1 | /usr/lib/libpcap.so.1.9.1,PRODUCT_VERSION_CONFIRMED,libpcap,tcpdump project,1.9.1,"Exact firmware metadata names libpcap1; Source=package/libs/libpcap; Description=This package contains a system-independent library for user-level network packet
capture.; installed payload=/usr/lib/libpcap.so.1 | /usr/lib/libpcap.so.1.9.1. These fields identify the libpcap product boundary without Original CPE or control CPE-ID input.",Exact installed Version 1.9.1-3 and Source package/libs/libpcap identify upstream version 1.9.1; only the product-specific OpenWrt package-release portion is removed.,"[""LOCAL-01"", ""LOCAL-02"", ""UP-OPENWRT-POLICY""]",MODERATE,false,a:tcpdump:libpcap,41,0,1,1,0,41,ACTIVE_EXACT,cpe:2.3:a:tcpdump:libpcap:1.9.1:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",false,libpcap,1.9.1,cpe:2.3:a:tcpdump:libpcap:1.9.1:*:*:*:*:*:*:*,OFFICIAL_CPE_MAPPED,"[""VENDOR"", ""PRODUCT"", ""VERSION""]",NO_CHANGE,ACCEPTED,false,false,false,false,false,{},,"Pass A received no Original CPE, control CPE-ID, current GT CPE, or current validation result. Current values were introduced only after independent Pass B resolution."
