primary_cpe,component_count,status,matched_cpe_name_id,deprecated,snapshot_id
cpe:2.3:a:balanced-match:balanced-match:4.0.4:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:base-files:base-files:12.4\+deb12u15:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:base-files:base-files:13.8\+deb13u6:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:base-files:base-files:14ubuntu6.1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:base-passwd:base-passwd:3.6.1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:base-passwd:base-passwd:3.6.7:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:base-passwd:base-passwd:3.6.8:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:bash:bash:5.2.15-2\+b13:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:bash:bash:5.2.37-2\+b9:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:bash:bash:5.3-2ubuntu1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:beaugunderson:ip-address:10.2.0:*:*:*:*:node.js:*:*,1,OFFICIAL_ACTIVE,901e4b04-66e1-4205-b4db-faaa41cab3cb,False,20260725T035002Z
cpe:2.3:a:benjamin_peterson_project:python-six:1.17.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:bin-links:bin-links:6.0.2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:binary-extensions:binary-extensions:3.1.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:binutils-common:binutils-common:2.40-2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:binutils-common:binutils-common:2.44-3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:binutils-x86-64-linux-gnu:binutils-x86-64-linux-gnu:2.40-2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:binutils-x86-64-linux-gnu:binutils-x86-64-linux-gnu:2.44-3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:binutils:binutils:2.40-2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:binutils:binutils:2.44-3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:bsdutils:bsdutils:1\:2.38.1-5\+deb12u3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:bsdutils:bsdutils:1\:2.41-5:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:bsdutils:bsdutils:1\:2.41.3-3ubuntu2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:busybox-binsh:busybox-binsh:1.37.0-r31:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:busybox:busybox:1.37.0-r31:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:busybox:busybox:1.38.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:bzip2:bzip2:1.0.8-5\+b1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:bzip2:bzip2:1.0.8-6:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:ca-certificates-bundle:ca-certificates-bundle:20260611-r0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:ca-certificates:ca-certificates:20230311\+deb12u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:ca-certificates:ca-certificates:2025.2.80_v9.0.305-91.el9:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:ca-certificates:ca-certificates:20250419:*:*:*:*:*:*:*,2,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:cacache:cacache:20.0.4:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:canonical:go-flags:v0.0.0-20230403090104-105d09a091b8:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:canonical:pebble:v1.32.1-0.20260630051629-e583e44ebd02:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:canonical:x-go:v0.0.0-20230522092633-7947a7587f5b:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:certifi:certifi:2026.2.25:*:*:*:*:python:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:chalk:chalk:5.6.2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:chownr:chownr:3.0.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:ci-info:ci-info:4.4.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:cidr-regex:cidr-regex:5.0.5:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:cmd-shim:cmd-shim:8.0.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:comerr-dev:comerr-dev:2.1-1.47.0-2\+b2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:comerr-dev:comerr-dev:2.1-1.47.2-3\+b11:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:common-ancestor-path:common-ancestor-path:2.0.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:corepack:corepack:0.35.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:coreutils-from-uutils:coreutils-from-uutils:0.0.0\~ubuntu25:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:coreutils-single:coreutils-single:8.32-41.0.1.el9_8:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:coreutils:coreutils:9.1-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:coreutils:coreutils:9.5-1ubuntu2\+0.0.0\~ubuntu25:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:coreutils:coreutils:9.7-3:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:cpp-12:cpp-12:12.2.0-14\+deb12u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:cpp-14-x86-64-linux-gnu:cpp-14-x86-64-linux-gnu:14.2.0-19:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:cpp-14:cpp-14:14.2.0-19:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:cpp-x86-64-linux-gnu:cpp-x86-64-linux-gnu:4\:14.2.0-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:cpp:cpp:4\:12.2.0-3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:cpp:cpp:4\:14.2.0-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:creationix:jsonparse:1.3.1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:crypto-policies:crypto-policies:20260224-1.0.1.gitea0f072.el9_8:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:cryptography.io:cryptography:46.0.5:*:*:*:*:python:*:*,1,OFFICIAL_ACTIVE,590d431f-9c08-4266-af22-d0bdf4e10473,False,20260725T035002Z
cpe:2.3:a:curl:curl:7.88.1-10\+deb12u15:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:curl:curl:8.14.1-2\+deb13u4:*:*:*:*:*:*:*,2,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:cyrus-sasl-lib:cyrus-sasl-lib:2.1.27-22.el9:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:dash:dash:0.5.12-12:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:dash:dash:0.5.12-12ubuntu3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:dash:dash:0.5.12-2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:debconf:debconf:1.5.82:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:debconf:debconf:1.5.91:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:debconf:debconf:1.5.92:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:debian-archive-keyring:debian-archive-keyring:2023.3\+deb12u2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:debian-archive-keyring:debian-archive-keyring:2025.1:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:debianutils:debianutils:5.23.2:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:debianutils:debianutils:5.23.2build1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:debianutils:debianutils:5.7-0.5\~deb12u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:debug_project:debug:4.4.3:*:*:*:*:node.js:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:default-libmysqlclient-dev:default-libmysqlclient-dev:1.1.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:default-libmysqlclient-dev:default-libmysqlclient-dev:1.1.1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:diffutils:diffutils:1\:3.10-4:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:diffutils:diffutils:1\:3.12-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:diffutils:diffutils:1\:3.8-4:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:dirmngr:dirmngr:2.2.40-1.1\+deb12u2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:dirmngr:dirmngr:2.4.7-21\+deb13u1\+b4:*:*:*:*:*:*:*,2,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:donald_stufft_\<donald_project:python-packaging:25.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:dpkg-dev:dpkg-dev:1.21.23:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:dpkg-dev:dpkg-dev:1.22.22:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:dpkg:dpkg:1.21.23:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:dpkg:dpkg:1.22.22:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:dpkg:dpkg:1.23.7ubuntu1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:e2fsprogs:e2fsprogs:1.47.0-2\+b2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:e2fsprogs:e2fsprogs:1.47.2-3ubuntu4:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:eli_bendersky_\<eliben_project:python-pycparser:3.0:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:env-paths:env-paths:2.2.1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:eric_vergnaud_\<eric_vergnaud_project:python-antlr4-python3-runtime:4.13.2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:exponential-backoff:exponential-backoff:3.1.3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:fabian_fuelling_project:python-circuitbreaker:2.1.3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:fastest-levenshtein:fastest-levenshtein:1.0.16:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:file:file:1\:5.44-3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:file:file:1\:5.46-5:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:findutils:findutils:4.10.0-3:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:findutils:findutils:4.10.0-3build2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:findutils:findutils:4.9.0-4:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:fontconfig-config:fontconfig-config:2.14.1-4:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:fontconfig-config:fontconfig-config:2.15.0-2.3:*:*:*:*:*:*:*,2,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:fontconfig:fontconfig:2.14.1-4:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:fontconfig:fontconfig:2.15.0-2.3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:fonts-dejavu-core:fonts-dejavu-core:2.37-6:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:fonts-dejavu-core:fonts-dejavu-core:2.37-8:*:*:*:*:*:*:*,2,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:fonts-dejavu-mono:fonts-dejavu-mono:2.37-8:*:*:*:*:*:*:*,2,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:fs-minipass:fs-minipass:3.0.3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:g\+\+-12:g\+\+-12:12.2.0-14\+deb12u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:g\+\+-14-x86-64-linux-gnu:g\+\+-14-x86-64-linux-gnu:14.2.0-19:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:g\+\+-14:g\+\+-14:14.2.0-19:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:g\+\+-x86-64-linux-gnu:g\+\+-x86-64-linux-gnu:4\:14.2.0-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:g\+\+:g\+\+:4\:12.2.0-3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:g\+\+:g\+\+:4\:14.2.0-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gcc-12-base:gcc-12-base:12.2.0-14\+deb12u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gcc-12:gcc-12:12.2.0-14\+deb12u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gcc-14-base:gcc-14-base:14.2.0-19:*:*:*:*:*:*:*,5,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gcc-14-x86-64-linux-gnu:gcc-14-x86-64-linux-gnu:14.2.0-19:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gcc-14:gcc-14:14.2.0-19:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gcc-16-base:gcc-16-base:16-20260322-1ubuntu1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gcc-x86-64-linux-gnu:gcc-x86-64-linux-gnu:4\:14.2.0-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gcc:gcc:4\:12.2.0-3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gcc:gcc:4\:14.2.0-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gettext-base:gettext-base:0.23.1-2:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gir1.2-freedesktop-dev:gir1.2-freedesktop-dev:1.84.0-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gir1.2-freedesktop:gir1.2-freedesktop:1.74.0-3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gir1.2-freedesktop:gir1.2-freedesktop:1.84.0-1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gir1.2-gdkpixbuf-2.0:gir1.2-gdkpixbuf-2.0:2.42.10\+dfsg-1\+deb12u4:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gir1.2-gdkpixbuf-2.0:gir1.2-gdkpixbuf-2.0:2.42.12\+dfsg-4\+deb13u1:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gir1.2-glib-2.0-dev:gir1.2-glib-2.0-dev:2.84.4-3\~deb13u3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
cpe:2.3:a:gir1.2-glib-2.0:gir1.2-glib-2.0:1.74.0-3:*:*:*:*:*:*:*,1,NOT_IN_DICTIONARY,,,20260725T035002Z
