component_id,image_id,image_reference,component_name,component_version,primary_cpe,status,matched_cpe_name_id,deprecated,snapshot_id
93335,14,docker.io/library/alpine:3.24.1,musl-utils,1.2.6-r2,cpe:2.3:a:musl-utils:musl-utils:1.2.6-r2:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
93381,14,docker.io/library/alpine:3.24.1,/sbin/apk,,,NOT_PRESENT,,,20260725T035002Z
93382,14,docker.io/library/alpine:3.24.1,/sbin/ldconfig,,,NOT_PRESENT,,,20260725T035002Z
93336,14,docker.io/library/alpine:3.24.1,scanelf,1.3.9-r1,cpe:2.3:a:scanelf:scanelf:1.3.9-r1:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
93337,14,docker.io/library/alpine:3.24.1,ssl_client,1.37.0-r31,cpe:2.3:a:ssl-client:ssl-client:1.37.0-r31:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
93383,14,docker.io/library/alpine:3.24.1,/usr/bin/getconf,,,NOT_PRESENT,,,20260725T035002Z
93384,14,docker.io/library/alpine:3.24.1,/usr/bin/getent,,,NOT_PRESENT,,,20260725T035002Z
93385,14,docker.io/library/alpine:3.24.1,/usr/bin/iconv,,,NOT_PRESENT,,,20260725T035002Z
93386,14,docker.io/library/alpine:3.24.1,/usr/bin/ldd,,,NOT_PRESENT,,,20260725T035002Z
93387,14,docker.io/library/alpine:3.24.1,/usr/bin/scanelf,,,NOT_PRESENT,,,20260725T035002Z
93388,14,docker.io/library/alpine:3.24.1,/usr/bin/ssl_client,,,NOT_PRESENT,,,20260725T035002Z
93389,14,docker.io/library/alpine:3.24.1,/usr/lib/engines-3/afalg.so,,,NOT_PRESENT,,,20260725T035002Z
93390,14,docker.io/library/alpine:3.24.1,/usr/lib/engines-3/capi.so,,,NOT_PRESENT,,,20260725T035002Z
93391,14,docker.io/library/alpine:3.24.1,/usr/lib/engines-3/loader_attic.so,,,NOT_PRESENT,,,20260725T035002Z
93392,14,docker.io/library/alpine:3.24.1,/usr/lib/engines-3/padlock.so,,,NOT_PRESENT,,,20260725T035002Z
93393,14,docker.io/library/alpine:3.24.1,/usr/lib/libapk.so.3.0.0,,,NOT_PRESENT,,,20260725T035002Z
93394,14,docker.io/library/alpine:3.24.1,/usr/lib/libcrypto.so.3,,,NOT_PRESENT,,,20260725T035002Z
93395,14,docker.io/library/alpine:3.24.1,/usr/lib/libssl.so.3,,,NOT_PRESENT,,,20260725T035002Z
93396,14,docker.io/library/alpine:3.24.1,/usr/lib/libz.so.1.3.2,,,NOT_PRESENT,,,20260725T035002Z
93397,14,docker.io/library/alpine:3.24.1,/usr/lib/os-release,,,NOT_PRESENT,,,20260725T035002Z
93398,14,docker.io/library/alpine:3.24.1,/usr/lib/ossl-modules/legacy.so,,,NOT_PRESENT,,,20260725T035002Z
93399,14,docker.io/library/alpine:3.24.1,/usr/lib/sysctl.d/00-alpine.conf,,,NOT_PRESENT,,,20260725T035002Z
93400,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-4a6a0840.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93401,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-5243ef4b.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93402,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-524d27bb.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93403,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-5261cecb.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93404,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-58199dcc.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93405,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-58cbb476.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93406,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-58e4f17d.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93407,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-5e69ca50.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93408,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-60ac2099.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93409,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-6165ee59.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93410,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-61666e3f.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93411,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-616a9724.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93412,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-616abc23.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93413,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-616ac3bc.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93414,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-616adfeb.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93415,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-616ae350.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93416,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-616db30d.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93417,14,docker.io/library/alpine:3.24.1,/usr/share/apk/keys/alpine-devel@lists.alpinelinux.org-66ba20fe.rsa.pub,,,NOT_PRESENT,,,20260725T035002Z
93418,14,docker.io/library/alpine:3.24.1,/usr/share/udhcpc/default.script,,,NOT_PRESENT,,,20260725T035002Z
93338,14,docker.io/library/alpine:3.24.1,zlib,1.3.2-r0,cpe:2.3:a:zlib:zlib:1.3.2-r0:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
93322,13,docker.io/library/busybox:1.38.0,/bin/[,,,NOT_PRESENT,,,20260725T035002Z
93320,13,docker.io/library/busybox:1.38.0,busybox,1.38.0,cpe:2.3:a:busybox:busybox:1.38.0:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
93321,13,docker.io/library/busybox:1.38.0,busybox,1.38.0,,NOT_PRESENT,,,20260725T035002Z
87412,11,docker.io/library/memcached:1.6.45,apt,3.0.3,cpe:2.3:a:apt:apt:3.0.3:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87413,11,docker.io/library/memcached:1.6.45,base-files,13.8+deb13u6,cpe:2.3:a:base-files:base-files:13.8\+deb13u6:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87414,11,docker.io/library/memcached:1.6.45,base-passwd,3.6.7,cpe:2.3:a:base-passwd:base-passwd:3.6.7:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87415,11,docker.io/library/memcached:1.6.45,bash,5.2.37-2+b9,cpe:2.3:a:bash:bash:5.2.37-2\+b9:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87416,11,docker.io/library/memcached:1.6.45,bsdutils,1:2.41-5,cpe:2.3:a:bsdutils:bsdutils:1\:2.41-5:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87417,11,docker.io/library/memcached:1.6.45,coreutils,9.7-3,cpe:2.3:a:coreutils:coreutils:9.7-3:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87418,11,docker.io/library/memcached:1.6.45,dash,0.5.12-12,cpe:2.3:a:dash:dash:0.5.12-12:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87419,11,docker.io/library/memcached:1.6.45,debconf,1.5.91,cpe:2.3:a:debconf:debconf:1.5.91:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87495,11,docker.io/library/memcached:1.6.45,debian,13.6,,NOT_PRESENT,,,20260725T035002Z
87420,11,docker.io/library/memcached:1.6.45,debian-archive-keyring,2025.1,cpe:2.3:a:debian-archive-keyring:debian-archive-keyring:2025.1:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87421,11,docker.io/library/memcached:1.6.45,debianutils,5.23.2,cpe:2.3:a:debianutils:debianutils:5.23.2:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87422,11,docker.io/library/memcached:1.6.45,diffutils,1:3.10-4,cpe:2.3:a:diffutils:diffutils:1\:3.10-4:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87423,11,docker.io/library/memcached:1.6.45,dpkg,1.22.22,cpe:2.3:a:dpkg:dpkg:1.22.22:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87496,11,docker.io/library/memcached:1.6.45,/etc/alternatives/README,,,NOT_PRESENT,,,20260725T035002Z
87497,11,docker.io/library/memcached:1.6.45,/etc/apt/apt.conf.d/01autoremove,,,NOT_PRESENT,,,20260725T035002Z
87498,11,docker.io/library/memcached:1.6.45,/etc/apt/apt.conf.d/70debconf,,,NOT_PRESENT,,,20260725T035002Z
87499,11,docker.io/library/memcached:1.6.45,/etc/apt/trusted.gpg.d/debian-archive-bookworm-automatic.asc,,,NOT_PRESENT,,,20260725T035002Z
87500,11,docker.io/library/memcached:1.6.45,/etc/apt/trusted.gpg.d/debian-archive-bookworm-security-automatic.asc,,,NOT_PRESENT,,,20260725T035002Z
87501,11,docker.io/library/memcached:1.6.45,/etc/apt/trusted.gpg.d/debian-archive-bookworm-stable.asc,,,NOT_PRESENT,,,20260725T035002Z
87502,11,docker.io/library/memcached:1.6.45,/etc/apt/trusted.gpg.d/debian-archive-bullseye-automatic.asc,,,NOT_PRESENT,,,20260725T035002Z
87503,11,docker.io/library/memcached:1.6.45,/etc/apt/trusted.gpg.d/debian-archive-bullseye-security-automatic.asc,,,NOT_PRESENT,,,20260725T035002Z
87504,11,docker.io/library/memcached:1.6.45,/etc/apt/trusted.gpg.d/debian-archive-bullseye-stable.asc,,,NOT_PRESENT,,,20260725T035002Z
87505,11,docker.io/library/memcached:1.6.45,/etc/apt/trusted.gpg.d/debian-archive-trixie-automatic.asc,,,NOT_PRESENT,,,20260725T035002Z
87506,11,docker.io/library/memcached:1.6.45,/etc/apt/trusted.gpg.d/debian-archive-trixie-security-automatic.asc,,,NOT_PRESENT,,,20260725T035002Z
87507,11,docker.io/library/memcached:1.6.45,/etc/apt/trusted.gpg.d/debian-archive-trixie-stable.asc,,,NOT_PRESENT,,,20260725T035002Z
87508,11,docker.io/library/memcached:1.6.45,/etc/bash.bashrc,,,NOT_PRESENT,,,20260725T035002Z
87509,11,docker.io/library/memcached:1.6.45,/etc/bindresvport.blacklist,,,NOT_PRESENT,,,20260725T035002Z
87510,11,docker.io/library/memcached:1.6.45,/etc/cron.daily/apt-compat,,,NOT_PRESENT,,,20260725T035002Z
87511,11,docker.io/library/memcached:1.6.45,/etc/cron.daily/dpkg,,,NOT_PRESENT,,,20260725T035002Z
87512,11,docker.io/library/memcached:1.6.45,/etc/debconf.conf,,,NOT_PRESENT,,,20260725T035002Z
87513,11,docker.io/library/memcached:1.6.45,/etc/debian_version,,,NOT_PRESENT,,,20260725T035002Z
87514,11,docker.io/library/memcached:1.6.45,/etc/default/nss,,,NOT_PRESENT,,,20260725T035002Z
87515,11,docker.io/library/memcached:1.6.45,/etc/default/useradd,,,NOT_PRESENT,,,20260725T035002Z
87516,11,docker.io/library/memcached:1.6.45,/etc/dpkg/dpkg.cfg,,,NOT_PRESENT,,,20260725T035002Z
87517,11,docker.io/library/memcached:1.6.45,/etc/dpkg/origins/debian,,,NOT_PRESENT,,,20260725T035002Z
87518,11,docker.io/library/memcached:1.6.45,/etc/gai.conf,,,NOT_PRESENT,,,20260725T035002Z
87519,11,docker.io/library/memcached:1.6.45,/etc/host.conf,,,NOT_PRESENT,,,20260725T035002Z
87520,11,docker.io/library/memcached:1.6.45,/etc/issue,,,NOT_PRESENT,,,20260725T035002Z
87521,11,docker.io/library/memcached:1.6.45,/etc/issue.net,,,NOT_PRESENT,,,20260725T035002Z
87522,11,docker.io/library/memcached:1.6.45,/etc/ld.so.conf,,,NOT_PRESENT,,,20260725T035002Z
87523,11,docker.io/library/memcached:1.6.45,/etc/ld.so.conf.d/libc.conf,,,NOT_PRESENT,,,20260725T035002Z
87524,11,docker.io/library/memcached:1.6.45,/etc/ld.so.conf.d/x86_64-linux-gnu.conf,,,NOT_PRESENT,,,20260725T035002Z
87525,11,docker.io/library/memcached:1.6.45,/etc/libaudit.conf,,,NOT_PRESENT,,,20260725T035002Z
87526,11,docker.io/library/memcached:1.6.45,/etc/login.defs,,,NOT_PRESENT,,,20260725T035002Z
87527,11,docker.io/library/memcached:1.6.45,/etc/logrotate.d/alternatives,,,NOT_PRESENT,,,20260725T035002Z
87528,11,docker.io/library/memcached:1.6.45,/etc/logrotate.d/apt,,,NOT_PRESENT,,,20260725T035002Z
87529,11,docker.io/library/memcached:1.6.45,/etc/logrotate.d/dpkg,,,NOT_PRESENT,,,20260725T035002Z
87530,11,docker.io/library/memcached:1.6.45,/etc/pam.conf,,,NOT_PRESENT,,,20260725T035002Z
87531,11,docker.io/library/memcached:1.6.45,/etc/pam.d/chfn,,,NOT_PRESENT,,,20260725T035002Z
87532,11,docker.io/library/memcached:1.6.45,/etc/pam.d/chpasswd,,,NOT_PRESENT,,,20260725T035002Z
87533,11,docker.io/library/memcached:1.6.45,/etc/pam.d/chsh,,,NOT_PRESENT,,,20260725T035002Z
87534,11,docker.io/library/memcached:1.6.45,/etc/pam.d/login,,,NOT_PRESENT,,,20260725T035002Z
87535,11,docker.io/library/memcached:1.6.45,/etc/pam.d/newusers,,,NOT_PRESENT,,,20260725T035002Z
87536,11,docker.io/library/memcached:1.6.45,/etc/pam.d/other,,,NOT_PRESENT,,,20260725T035002Z
87537,11,docker.io/library/memcached:1.6.45,/etc/pam.d/passwd,,,NOT_PRESENT,,,20260725T035002Z
87538,11,docker.io/library/memcached:1.6.45,/etc/pam.d/runuser,,,NOT_PRESENT,,,20260725T035002Z
87539,11,docker.io/library/memcached:1.6.45,/etc/pam.d/runuser-l,,,NOT_PRESENT,,,20260725T035002Z
87540,11,docker.io/library/memcached:1.6.45,/etc/pam.d/su,,,NOT_PRESENT,,,20260725T035002Z
87541,11,docker.io/library/memcached:1.6.45,/etc/pam.d/su-l,,,NOT_PRESENT,,,20260725T035002Z
87542,11,docker.io/library/memcached:1.6.45,/etc/security/access.conf,,,NOT_PRESENT,,,20260725T035002Z
87543,11,docker.io/library/memcached:1.6.45,/etc/security/faillock.conf,,,NOT_PRESENT,,,20260725T035002Z
87544,11,docker.io/library/memcached:1.6.45,/etc/security/group.conf,,,NOT_PRESENT,,,20260725T035002Z
87545,11,docker.io/library/memcached:1.6.45,/etc/security/limits.conf,,,NOT_PRESENT,,,20260725T035002Z
87546,11,docker.io/library/memcached:1.6.45,/etc/security/namespace.conf,,,NOT_PRESENT,,,20260725T035002Z
87547,11,docker.io/library/memcached:1.6.45,/etc/security/namespace.init,,,NOT_PRESENT,,,20260725T035002Z
87548,11,docker.io/library/memcached:1.6.45,/etc/security/pam_env.conf,,,NOT_PRESENT,,,20260725T035002Z
87549,11,docker.io/library/memcached:1.6.45,/etc/security/pwhistory.conf,,,NOT_PRESENT,,,20260725T035002Z
87550,11,docker.io/library/memcached:1.6.45,/etc/security/sepermit.conf,,,NOT_PRESENT,,,20260725T035002Z
87551,11,docker.io/library/memcached:1.6.45,/etc/security/time.conf,,,NOT_PRESENT,,,20260725T035002Z
87552,11,docker.io/library/memcached:1.6.45,/etc/selinux/semanage.conf,,,NOT_PRESENT,,,20260725T035002Z
87553,11,docker.io/library/memcached:1.6.45,/etc/skel/.bash_logout,,,NOT_PRESENT,,,20260725T035002Z
87554,11,docker.io/library/memcached:1.6.45,/etc/skel/.bashrc,,,NOT_PRESENT,,,20260725T035002Z
87555,11,docker.io/library/memcached:1.6.45,/etc/skel/.profile,,,NOT_PRESENT,,,20260725T035002Z
87556,11,docker.io/library/memcached:1.6.45,/etc/terminfo/README,,,NOT_PRESENT,,,20260725T035002Z
87557,11,docker.io/library/memcached:1.6.45,/etc/update-motd.d/10-uname,,,NOT_PRESENT,,,20260725T035002Z
87558,11,docker.io/library/memcached:1.6.45,/etc/xattr.conf,,,NOT_PRESENT,,,20260725T035002Z
87424,11,docker.io/library/memcached:1.6.45,findutils,4.10.0-3,cpe:2.3:a:findutils:findutils:4.10.0-3:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87425,11,docker.io/library/memcached:1.6.45,gcc-14-base,14.2.0-19,cpe:2.3:a:gcc-14-base:gcc-14-base:14.2.0-19:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87426,11,docker.io/library/memcached:1.6.45,grep,3.11-4,cpe:2.3:a:grep:grep:3.11-4:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87427,11,docker.io/library/memcached:1.6.45,gzip,1.13-1,cpe:2.3:a:gzip:gzip:1.13-1:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87428,11,docker.io/library/memcached:1.6.45,hostname,3.25,cpe:2.3:a:hostname:hostname:3.25:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87429,11,docker.io/library/memcached:1.6.45,init-system-helpers,1.69~deb13u1,cpe:2.3:a:init-system-helpers:init-system-helpers:1.69\~deb13u1:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87430,11,docker.io/library/memcached:1.6.45,libacl1,2.3.2-2+b1,cpe:2.3:a:libacl1:libacl1:2.3.2-2\+b1:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87431,11,docker.io/library/memcached:1.6.45,libapt-pkg7.0,3.0.3,cpe:2.3:a:libapt-pkg7.0:libapt-pkg7.0:3.0.3:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87432,11,docker.io/library/memcached:1.6.45,libattr1,1:2.5.2-3,cpe:2.3:a:libattr1:libattr1:1\:2.5.2-3:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87434,11,docker.io/library/memcached:1.6.45,libaudit1,1:4.0.2-2+b2,cpe:2.3:a:libaudit1:libaudit1:1\:4.0.2-2\+b2:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87433,11,docker.io/library/memcached:1.6.45,libaudit-common,1:4.0.2-2,cpe:2.3:a:libaudit-common:libaudit-common:1\:4.0.2-2:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87435,11,docker.io/library/memcached:1.6.45,libblkid1,2.41-5,cpe:2.3:a:libblkid1:libblkid1:2.41-5:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87436,11,docker.io/library/memcached:1.6.45,libbsd0,0.12.2-2,cpe:2.3:a:libbsd0:libbsd0:0.12.2-2:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
87437,11,docker.io/library/memcached:1.6.45,libbz2-1.0,1.0.8-6,cpe:2.3:a:libbz2-1.0:libbz2-1.0:1.0.8-6:*:*:*:*:*:*:*,NOT_IN_DICTIONARY,,,20260725T035002Z
